BatchFileName,Indiv_Index,Weapon,Location
787289866,1,Vehicle,"Accessible (e.g., within reach)"
787289866,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
974682093,1,Handgun,"Accessible (e.g., within reach)"
274535258,1,Vehicle,"Accessible (e.g., within reach)"
274535258,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
840274710,1,Knife/Edged,"On Person, including concealed"
502439361,1,Knife/Edged,"On Person, including concealed"
128163535,1,Knife/Edged,In Hand
932464143,1,Knife/Edged,"On Person, including concealed"
932464143,1,Unknown Type of Weapon,"On Person, including concealed"
902760440,1,Handgun,"Accessible (e.g., within reach)"
902760440,2,Handgun,"Accessible (e.g., within reach)"
902760440,3,Handgun,"Accessible (e.g., within reach)"
577896353,1,Knife/Edged,"Accessible (e.g., within reach)"
577896353,2,Knife/Edged,"Accessible (e.g., within reach)"
321388742,1,Handgun,"On Person, including concealed"
433041747,1,Handgun,"On Person, including concealed"
433041747,2,Handgun,"On Person, including concealed"
563108438,1,Handgun,"Accessible (e.g., within reach)"
563108438,2,Handgun,"On Person, including concealed"
156943220,1,Knife/Edged,In Hand
867448856,1,Unknown Type of Weapon,"On Person, including concealed"
455020291,1,Knife/Edged,"Accessible (e.g., within reach)"
877292098,1,Knife/Edged,"On Person, including concealed"
877292098,1,Vehicle,In Hand
264804351,1,Handgun,"Accessible (e.g., within reach)"
621115132,1,Knife/Edged,"Accessible (e.g., within reach)"
367784086,1,Unknown Type of Weapon,"On Person, including concealed"
874167471,1,Other,In Hand
574289371,1,Handgun,"On Person, including concealed"
574289371,2,Handgun,"On Person, including concealed"
982475113,1,Handgun,"On Person, including concealed"
982475113,2,Handgun,"On Person, including concealed"
832295327,1,Knife/Edged,In Hand
922876579,1,Handgun,"Accessible (e.g., within reach)"
922876579,2,Handgun,"Accessible (e.g., within reach)"
744151733,1,Handgun,"Accessible (e.g., within reach)"
744151733,2,Handgun,"Accessible (e.g., within reach)"
744151733,3,Handgun,"Accessible (e.g., within reach)"
744151733,4,Handgun,"Accessible (e.g., within reach)"
301405313,1,Unknown Type of Weapon,"On Person, including concealed"
200224860,1,Handgun,"Accessible (e.g., within reach)"
386775131,1,Handgun,"Accessible (e.g., within reach)"
386775131,2,Handgun,"Accessible (e.g., within reach)"
386775131,3,Handgun,"Accessible (e.g., within reach)"
386775131,4,Handgun,"Accessible (e.g., within reach)"
386775131,5,Handgun,"Accessible (e.g., within reach)"
634327368,1,Handgun,"On Person, including concealed"
634327368,2,Handgun,"On Person, including concealed"
643452295,1,Knife/Edged,"Accessible (e.g., within reach)"
333688460,1,Knife/Edged,In Hand
847848064,1,Knife/Edged,"Accessible (e.g., within reach)"
241070169,1,Knife/Edged,In Hand
526541959,1,Club or Impact Weapon,"On Person, including concealed"
526541959,1,Knife/Edged,"Accessible (e.g., within reach)"
618494983,1,Knife/Edged,"Accessible (e.g., within reach)"
143149402,1,Handgun,"On Person, including concealed"
171643947,1,Handgun,"On Person, including concealed"
171643947,2,Handgun,"On Person, including concealed"
303718248,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
303718248,1,Vehicle,In Hand
726533041,1,Handgun,"Accessible (e.g., within reach)"
726533041,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
726533041,1,Vehicle,"Accessible (e.g., within reach)"
512167586,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
512167586,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
743999778,1,Handgun,"Accessible (e.g., within reach)"
743999778,1,Vehicle,"Accessible (e.g., within reach)"
580483133,1,Other,In Hand
641127735,1,Vehicle,"Accessible (e.g., within reach)"
530383786,1,Knife/Edged,"Accessible (e.g., within reach)"
447729842,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
447729842,1,Knife/Edged,"Accessible (e.g., within reach)"
447729842,1,Vehicle,"Accessible (e.g., within reach)"
321368760,1,Club or Impact Weapon,In Hand
475209585,1,Knife/Edged,"Accessible (e.g., within reach)"
957081840,1,Knife/Edged,"Accessible (e.g., within reach)"
957081840,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
524402974,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
550820591,1,Handgun,"Accessible (e.g., within reach)"
550820591,1,Vehicle,In Hand
930677761,1,Handgun,"On Person, including concealed"
930677761,1,"Long Gun (rifle, shotgun)","On Person, including concealed"
182718912,1,Knife/Edged,"On Person, including concealed"
946516431,1,Handgun,"On Person, including concealed"
187819887,1,Handgun,"On Person, including concealed"
916404014,1,Knife/Edged,"Accessible (e.g., within reach)"
586672269,1,Other,In Hand
798478463,1,Other,"Accessible (e.g., within reach)"
664651793,1,Handgun,"Accessible (e.g., within reach)"
664651793,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
664651793,2,Handgun,"Accessible (e.g., within reach)"
664651793,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
664651793,3,Handgun,"Accessible (e.g., within reach)"
664651793,3,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
664651793,4,Handgun,"Accessible (e.g., within reach)"
664651793,4,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
664651793,5,Handgun,"Accessible (e.g., within reach)"
664651793,5,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
664651793,6,Handgun,"Accessible (e.g., within reach)"
664651793,6,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
802734917,1,Handgun,"Accessible (e.g., within reach)"
802734917,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
802734917,2,Handgun,"Accessible (e.g., within reach)"
802734917,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
650690472,1,Knife/Edged,In Hand
703941673,1,Handgun,"Accessible (e.g., within reach)"
759775662,1,Handgun,"Accessible (e.g., within reach)"
140128768,1,Other,In Hand
781525599,1,Knife/Edged,"Accessible (e.g., within reach)"
728740297,1,Other,"Accessible (e.g., within reach)"
831975970,1,Canine,"Accessible (e.g., within reach)"
831975970,1,Knife/Edged,"Accessible (e.g., within reach)"
135601441,1,Handgun,In Hand
135601441,1,Knife/Edged,In Hand
135601441,2,Handgun,In Hand
135601441,2,Knife/Edged,In Hand
326295342,1,Handgun,"On Person, including concealed"
326295342,1,Knife/Edged,In Hand
326295342,2,Handgun,"On Person, including concealed"
326295342,2,Knife/Edged,In Hand
243946823,1,Handgun,"On Person, including concealed"
889517185,1,Other,"Accessible (e.g., within reach)"
889517185,2,Other,"Accessible (e.g., within reach)"
622606443,1,Handgun,"Accessible (e.g., within reach)"
622606443,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
990308537,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
129603740,1,Handgun,"Accessible (e.g., within reach)"
129603740,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
129603740,1,Vehicle,In Hand
245483301,1,Club or Impact Weapon,In Hand
711856077,1,Club or Impact Weapon,In Hand
807368637,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
567077414,1,Knife/Edged,In Hand
919039279,1,Knife/Edged,"Accessible (e.g., within reach)"
141296776,1,Knife/Edged,In Hand
136695456,1,Knife/Edged,In Hand
735011141,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
735011141,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
735011141,3,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
411039497,1,Club or Impact Weapon,In Hand
507135555,1,Club or Impact Weapon,In Hand
492778388,1,Club or Impact Weapon,In Hand
492778388,1,Knife/Edged,"Accessible (e.g., within reach)"
706726796,1,Other,"Accessible (e.g., within reach)"
444863581,1,Unknown Type of Weapon,In Hand
752990292,1,Handgun,"Accessible (e.g., within reach)"
482252053,1,Knife/Edged,"Accessible (e.g., within reach)"
878279077,1,Knife/Edged,"Accessible (e.g., within reach)"
264310519,1,Handgun,"On Person, including concealed"
706608643,1,Handgun,In Hand
811612710,1,Handgun,In Hand
391638347,1,Handgun,In Hand
768853846,1,Handgun,"Accessible (e.g., within reach)"
953461663,1,Knife/Edged,In Hand
300340130,1,Knife/Edged,"Accessible (e.g., within reach)"
855779007,1,Handgun,"On Person, including concealed"
613753244,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
296357394,1,"Long Gun (rifle, shotgun)",In Hand
885560390,1,Handgun,"On Person, including concealed"
936259609,1,Handgun,"On Person, including concealed"
223447288,1,Handgun,"On Person, including concealed"
139589213,1,Knife/Edged,"Accessible (e.g., within reach)"
291786657,1,Knife/Edged,"Accessible (e.g., within reach)"
918868773,1,Handgun,"Accessible (e.g., within reach)"
768206835,1,Handgun,"On Person, including concealed"
482069415,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
603966351,1,Handgun,"Accessible (e.g., within reach)"
603966351,2,Handgun,"Accessible (e.g., within reach)"
603966351,3,Handgun,"Accessible (e.g., within reach)"
305474390,1,Handgun,"Accessible (e.g., within reach)"
305474390,2,Handgun,"Accessible (e.g., within reach)"
305474390,3,Handgun,"Accessible (e.g., within reach)"
305474390,4,Handgun,"Accessible (e.g., within reach)"
280926306,1,Handgun,"On Person, including concealed"
280926306,1,"Long Gun (rifle, shotgun)","On Person, including concealed"
280926306,1,Vehicle,In Hand
335645547,1,Knife/Edged,"On Person, including concealed"
335645547,1,Vehicle,"Accessible (e.g., within reach)"
263375993,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
263375993,2,Knife/Edged,"Accessible (e.g., within reach)"
263375993,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
625352050,1,Vehicle,"On Person, including concealed"
625352050,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
710367978,1,Other,"Accessible (e.g., within reach)"
207030343,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
207030343,4,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
286665416,1,Handgun,"Accessible (e.g., within reach)"
816802464,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
412058891,1,Knife/Edged,"On Person, including concealed"
833936401,1,Knife/Edged,"On Person, including concealed"
595829861,1,Knife/Edged,"On Person, including concealed"
806924468,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
806924468,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
781870651,1,Unknown Type of Weapon,"On Person, including concealed"
913013726,1,Knife/Edged,"Accessible (e.g., within reach)"
429936102,1,Club or Impact Weapon,In Hand
927594438,1,Club or Impact Weapon,In Hand
212961477,1,Knife/Edged,"On Person, including concealed"
212961477,2,Knife/Edged,"On Person, including concealed"
893501505,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
893501505,1,Knife/Edged,"On Person, including concealed"
893501505,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
893501505,2,Knife/Edged,"Accessible (e.g., within reach)"
774415233,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
774415233,1,Knife/Edged,"On Person, including concealed"
419043259,1,Handgun,"Accessible (e.g., within reach)"
537485108,1,Handgun,"Accessible (e.g., within reach)"
537485108,2,Handgun,"Accessible (e.g., within reach)"
537485108,3,Handgun,"Accessible (e.g., within reach)"
849397963,1,Vehicle,In Hand
849397963,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
252441085,1,Knife/Edged,"On Person, including concealed"
167377159,1,Knife/Edged,In Hand
167377159,1,Vehicle,"Accessible (e.g., within reach)"
688630656,1,Knife/Edged,"Accessible (e.g., within reach)"
901056896,1,Knife/Edged,In Hand
901056896,1,Vehicle,"Accessible (e.g., within reach)"
801661506,1,Vehicle,In Hand
801661506,1,Other,"On Person, including concealed"
303402304,1,Knife/Edged,"On Person, including concealed"
950505435,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
950505435,1,Other,"Accessible (e.g., within reach)"
267434244,1,Handgun,"Accessible (e.g., within reach)"
267434244,2,Handgun,"Accessible (e.g., within reach)"
267434244,3,Handgun,"Accessible (e.g., within reach)"
638594198,1,Handgun,"On Person, including concealed"
340739122,1,Handgun,"Accessible (e.g., within reach)"
467940216,1,Handgun,"Accessible (e.g., within reach)"
818957645,1,Handgun,"On Person, including concealed"
651675576,1,Handgun,"Accessible (e.g., within reach)"
992519920,1,Knife/Edged,In Hand
709270933,1,Knife/Edged,In Hand
422252001,1,Handgun,In Hand
508279221,1,Handgun,"Accessible (e.g., within reach)"
499343235,1,Knife/Edged,"Accessible (e.g., within reach)"
328584655,1,Handgun,"On Person, including concealed"
328584655,1,"Long Gun (rifle, shotgun)","On Person, including concealed"
328584655,1,Knife/Edged,"On Person, including concealed"
328584655,1,Vehicle,In Hand
328584655,1,Unknown Type of Weapon,"On Person, including concealed"
530172409,1,Club or Impact Weapon,In Hand
338263460,1,Club or Impact Weapon,In Hand
565303211,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
665512528,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
464071201,1,Other,"On Person, including concealed"
464071201,2,Other,"On Person, including concealed"
538374664,1,Other,"On Person, including concealed"
538374664,2,Handgun,"Accessible (e.g., within reach)"
599333406,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
862034876,1,"Long Gun (rifle, shotgun)","On Person, including concealed"
480913250,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
215639452,1,"Long Gun (rifle, shotgun)",In Hand
265922608,1,"Long Gun (rifle, shotgun)","On Person, including concealed"
585179725,1,Handgun,In Hand
169077058,1,Handgun,In Hand
747865229,1,Handgun,"Accessible (e.g., within reach)"
747865229,1,Knife/Edged,"Accessible (e.g., within reach)"
579566151,1,Handgun,"Accessible (e.g., within reach)"
980046741,1,Knife/Edged,"Accessible (e.g., within reach)"
419718013,1,Aerosol,"Accessible (e.g., within reach)"
842582972,1,Aerosol,"Accessible (e.g., within reach)"
411472561,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
517922067,1,Knife/Edged,"Accessible (e.g., within reach)"
676841465,1,Handgun,"Accessible (e.g., within reach)"
953145380,1,Knife/Edged,"Accessible (e.g., within reach)"
283214477,1,Handgun,"Accessible (e.g., within reach)"
923156656,1,Handgun,"Accessible (e.g., within reach)"
656013458,1,Handgun,"Accessible (e.g., within reach)"
403211506,1,Handgun,"Accessible (e.g., within reach)"
403211506,2,Handgun,"Accessible (e.g., within reach)"
687995892,1,Handgun,"Accessible (e.g., within reach)"
687995892,2,Handgun,"Accessible (e.g., within reach)"
484185130,1,Handgun,"Accessible (e.g., within reach)"
496651898,1,Handgun,"Accessible (e.g., within reach)"
496651898,2,Handgun,"Accessible (e.g., within reach)"
975183094,1,Handgun,"Accessible (e.g., within reach)"
975183094,2,Handgun,"Accessible (e.g., within reach)"
246679453,1,Handgun,"Accessible (e.g., within reach)"
751873654,1,Club or Impact Weapon,"Accessible (e.g., within reach)"
751873654,1,Knife/Edged,"On Person, including concealed"
175994092,1,Knife/Edged,In Hand
633008705,1,Knife/Edged,In Hand
272406221,1,Knife/Edged,"On Person, including concealed"
838656193,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
542006256,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
819001474,1,Knife/Edged,In Hand
645127282,1,Knife/Edged,In Hand
321530566,1,Knife/Edged,In Hand
485453989,1,Handgun,"Accessible (e.g., within reach)"
485453989,2,Handgun,"Accessible (e.g., within reach)"
586857033,1,Handgun,"Accessible (e.g., within reach)"
193899307,1,Handgun,"On Person, including concealed"
193899307,1,Knife/Edged,"Accessible (e.g., within reach)"
372406600,1,Handgun,"On Person, including concealed"
372406600,1,Knife/Edged,"On Person, including concealed"
